5.659788038600748e-6,5.0630130973292165*^-20+0.*I,5.063013099173005*^-20+0.*I,5.0630130896721794*^-20+0.*I,-2.5315065534150207*^-20-4.594860981685421*^-30*I,-2.5315065439141958*^-20+4.5948582100128444*^-30*I,-2.531506545757984*^-20-4.5948583532052384*^-30*I
5.730376844601848e-6,5.45389969693287*^-20+0.*I,5.453899698919005*^-20+0.*I,5.453899688684676*^-20+0.*I,-2.7269498535835994*^-20-5.0113356570580764*^-30*I,-2.7269498433492697*^-20+5.011332558222224*^-30*I,-2.726949845335406*^-20-5.0113327186826505*^-30*I
5.801846033313173e-6,5.874964438987378*^-20+0.*I,5.874964441126852*^-20+0.*I,5.874964430102388*^-20+0.*I,-2.9374822250059207*^-20-5.465559278548981*^-30*I,-2.9374822139814565*^-20+5.465555813770469*^-30*I,-2.937482216120931*^-20-5.46555599310491*^-30*I
5.874206584856922e-6,6.328537207035379*^-20+0.*I,6.32853720934003*^-20+0.*I,6.328537197464429*^-20+0.*I,-3.1642686094554896*^-20-5.960953381950891*^-30*I,-3.1642685975798884*^-20+5.960949508031519*^-30*I,-3.1642685998845405*^-20-5.960949708188564*^-30*I
5.947469616299249e-6,6.817127761731609*^-20+0.*I,6.817127764214189*^-20+0.*I,6.81712775142174*^-20+0.*I,-3.408563887262029*^-20-6.501249627284257*^-30*I,-3.408563874469579*^-20+6.501245296435653*^-30*I,-3.40856387695216*^-20-6.501245520682398*^-30*I
6.02164638335821e-6,7.343439628135033*^-20+0.*I,7.343439630809279*^-20+0.*I,7.343439617029198*^-20+0.*I,-3.671719820957557*^-20-7.090517911016343*^-30*I,-3.6717198071774756*^-20+7.090513069474628*^-30*I,-3.6717198098517226*^-20-7.090513319948489*^-30*I
6.0967482821330714e-6,7.910385055160542*^-20+0.*I,7.910385058041253*^-20+0.*I,7.910385043197289*^-20+0.*I,-3.955192535002253*^-20-7.73319702267006*^-30*I,-3.955192520158289*^-20+7.733191609134388*^-30*I,-3.955192523038999*^-20-7.73319188971387*^-30*I
6.172786850855072e-6,8.521101129964084*^-20+0.*I,8.521101133067197*^-20+0.*I,8.521101117077214*^-20+0.*I,-4.260550572977033*^-20-8.434128077740255*^-30*I,-4.260550556987051*^-20+8.434122025352809*^-30*I,-4.260550560090164*^-20-8.434122338423446*^-30*I
6.249773771660138e-6,9.17896713642898*^-20+0.*I,9.178967139771668*^-20+0.*I,9.178967122547189*^-20+0.*I,-4.589483576826729*^-20-9.198590988120683*^-30*I,-4.589483559602251*^-20+9.198584221750596*^-30*I,-4.5894835629449384*^-20-9.198584571092445*^-30*I
6.327720872383639e-6,9.887623253801885*^-20+0.*I,9.887623257402642*^-20+0.*I,9.887623238848359*^-20+0.*I,-4.943811636178083*^-20-1.0032344232939442*^-29*I,-4.943811617623801*^-20+1.0032336666777346*^-29*I,-4.943811621224558*^-20-1.0032337058285945*^-29*I
